#gene	symbol	name
780906	SLI3	Specific language impairment QTL, 3
780908	PEE2	Preeclampsia/eclampsia 2
780909	PEE3	Preeclampsia/eclampsia 3
780910	PPR2	Photoparoxysmal response 2
780911	TQDS	Chromosome 10q deletion syndrome
780912	AD10	Alzheimer disease-10
780913	EIG4	Epilepsy, idiopathic generalized, susceptibility to 4
780914	ZD1	Zygodactyly 1
780915	CHNG3	Hypothyroidism, congenital, nongoitrous, 3
780916	GINGF3	Fibromatosis, gingival, 3
780917	NKCD	Natural killer cell deficiency, familial isolated
780919	HRPT3	Hyperparathyroidism 3
780920	MPD3	Myopathy, distal 3
780921	KYPSC1	Kyphoscoliosis 1
780922	SPD3	Synpolydactyly 3
780923	IHPS2	Pyloric stenosis, infantile hypertrophic, 2
780925	CHMRQ	Cerebellar hypoplasia, mental retardation, and quadrupedal locomotion
790951	TRNAS4	transfer RNA serine 4 (anticodon AGA)
790952	ESRG	embryonic stem cell related (non-protein coding)
790953	TSL	testis-expressed, seven-twelve, leukemia
790955	C11orf83	chromosome 11 open reading frame 83
790966	TRNAK2	transfer RNA lysine 2 (anticodon CUU)
790969	ZNF705F	zinc finger protein 705F
791082	DBIP3	diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein) pseudogene 3
791085	DEL17Q21.31	Microdeletion 17q21.31 syndrome
791086	CTPP5	Cataract, posterior polar, 5
791087	HHT4	Telangiectasia, hereditary hemorrhagic, type 4
791091	LOC791091	ornithine aminotransferase pseudogene
791092	LOC791092	ornithine aminotransferase pseudogene
791093	LOC791093	ornithine aminotransferase pseudogene
791094	LOC791094	ornithine aminotransferase pseudogene
791095	LOC791095	ornithine aminotransferase pseudogene
791096	LOC791096	ornithine aminotransferase pseudogene
791097	LOC791097	ornithine aminotransferase pseudogene
791098	LOC791098	ornithine aminotransferase pseudogene
791099	LOC791099	ornithine aminotransferase pseudogene
791114	PWRN1	Prader-Willi region non-protein coding RNA 1
791115	PWRN2	Prader-Willi region non-protein coding RNA 2
791121	SHFL1	Split-hand/foot malformation with long bone deficiency 1
791122	KTWS	Klippel-Trenaunay-Weber syndrome
791123	SHFLD2	Split-hand/foot malformation with long deficiency 2
791126	LOC791126	WDR45-like pseudogene
791226	TRNAN2	transfer RNA asparagine 2 (anticodon GUU)
791227	TRNAN3	transfer RNA asparagine 3 (anticodon GUU)
791228	SPG36	spastic paraplegia 36 (autosomal dominant)
791229	MACOM	macrophthalmia, colobomatous, with microcornea
791230	TRNAV7	transfer RNA valine 7 (anticodon AAC)
791231	TRNAV8	transfer RNA valine 8 (anticodon AAC)
791232	TRNAV9	transfer RNA valine 9 (anticodon CAC)
791254	EDS8	Ehlers-Danlos syndrome, type VIII
791255	SPDA2	Spondyloarthropathy, susceptibility to, 2
100008586	GAGE12F	G antigen 12F
100008587	RNA5-8S5	RNA, 5.8S ribosomal 5
100008588	RNA18S5	RNA, 18S ribosomal 5
100008589	RNA28S5	RNA, 28S ribosomal 5
100009601	TRNAY1	transfer RNA tyrosine 1 (anticodon GUA)
100009602	TRNAY2	transfer RNA tyrosine 2 (anticodon GUA)
100009603	TRNAA2	transfer RNA alanine 2 (anticodon AGC)
100009604	TRNAA3	transfer RNA alanine 3 (anticodon AGC)
100009605	TRNAF1	transfer RNA phenylalanine 1 (anticodon GAA)
100009606	TRNAF2	transfer RNA phenylalanine 2 (anticodon GAA)
100009607	TRNAH5	transfer RNA histidine 5 (anticodon GUG)
100009613	ANO1-AS2	ANO1 antisense RNA 2 (head to head)
100009667	POU5F1P5	POU class 5 homeobox 1 pseudogene 5
100009668	POU5F1P6	POU class 5 homeobox 1 pseudogene 6
100009669	POU5F1P7	POU class 5 homeobox 1 pseudogene 7
100009670	POU5F1P8	POU class 5 homeobox 1 pseudogene 8
100009675	MRT4	mental retardation, non-syndromic, autosomal recessive, 4
100009676	ZBTB11-AS1	ZBTB11 antisense RNA 1
100033391	VN2R2P	vomeronasal 2 receptor 2 pseudogene
100033392	VN2R3P	vomeronasal 2 receptor 3 pseudogene
100033393	VN2R4P	vomeronasal 2 receptor 4 pseudogene
100033394	VN2R5P	vomeronasal 2 receptor 5 pseudogene
100033395	VN2R6P	vomeronasal 2 receptor 6 pseudogene
100033396	VN2R7P	vomeronasal 2 receptor 7 pseudogene
100033398	VN2R10P	vomeronasal 2 receptor 10 pseudogene
100033399	VN2R11P	vomeronasal 2 receptor 11 pseudogene
100033400	VN2R12P	vomeronasal 2 receptor 12 pseudogene
100033401	VN2R13P	vomeronasal 2 receptor 13 pseudogene
100033402	VN2R14P	vomeronasal 2 receptor 14 pseudogene
100033403	VN2R15P	vomeronasal 2 receptor 15 pseudogene
100033404	VN2R16P	vomeronasal 2 receptor 16 pseudogene
100033406	VN2R18P	vomeronasal 2 receptor 18 pseudogene
100033407	VN2R19P	vomeronasal 2 receptor 19 pseudogene
100033408	VN2R20P	vomeronasal 2 receptor 20 pseudogene
100033409	OTX2P1	orthodenticle homeobox 2 pseudogene 1
100033410	SATB1P1	SATB homeobox 1 pseudogene 1
100033411	DUXB	double homeobox B
100033413	SNORD116-1	small nucleolar RNA, C/D box 116-1
100033414	SNORD116-2	small nucleolar RNA, C/D box 116-2
100033415	SNORD116-3	small nucleolar RNA, C/D box 116-3
100033416	SNORD116-4	small nucleolar RNA, C/D box 116-4
100033417	SNORD116-5	small nucleolar RNA, C/D box 116-5
100033418	SNORD116-6	small nucleolar RNA, C/D box 116-6
100033419	SNORD116-7	small nucleolar RNA, C/D box 116-7
100033420	SNORD116-8	small nucleolar RNA, C/D box 116-8
100033421	SNORD116-9	small nucleolar RNA, C/D box 116-9
100033422	SNORD116-10	small nucleolar RNA, C/D box 116-10
100033423	SNORD116-11	small nucleolar RNA, C/D box 116-11
100033424	SNORD116-12	small nucleolar RNA, C/D box 116-12
100033425	SNORD116-13	small nucleolar RNA, C/D box 116-13
100033426	SNORD116-14	small nucleolar RNA, C/D box 116-14
100033427	SNORD116-15	small nucleolar RNA, C/D box 116-15
100033428	SNORD116-16	small nucleolar RNA, C/D box 116-16
100033429	SNORD116-17	small nucleolar RNA, C/D box 116-17
100033430	SNORD116-18	small nucleolar RNA, C/D box 116-18
100033431	SNORD116-20	small nucleolar RNA, C/D box 116-20
100033432	SNORD116-21	small nucleolar RNA, C/D box 116-21
100033433	SNORD116-22	small nucleolar RNA, C/D box 116-22
100033434	SNORD116-23	small nucleolar RNA, C/D box 116-23
100033435	SNORD116-24	small nucleolar RNA, C/D box 116-24
100033436	SNORD116-25	small nucleolar RNA, C/D box 116-25
100033437	SNORD115-2	small nucleolar RNA, C/D box 115-2
100033438	SNORD116-26	small nucleolar RNA, C/D box 116-26
100033439	SNORD116-27	small nucleolar RNA, C/D box 116-27
100033440	SNORD115-3	small nucleolar RNA, C/D box 115-3
100033441	SNORD115-4	small nucleolar RNA, C/D box 115-4
100033442	SNORD115-5	small nucleolar RNA, C/D box 115-5
100033443	SNORD115-6	small nucleolar RNA, C/D box 115-6
100033444	SNORD115-7	small nucleolar RNA, C/D box 115-7
100033445	SNORD115-8	small nucleolar RNA, C/D box 115-8
100033446	SNORD115-9	small nucleolar RNA, C/D box 115-9
100033447	SNORD115-10	small nucleolar RNA, C/D box 115-10
100033448	SNORD115-11	small nucleolar RNA, C/D box 115-11
100033449	SNORD115-12	small nucleolar RNA, C/D box 115-12
100033450	SNORD115-13	small nucleolar RNA, C/D box 115-13
100033451	SNORD115-14	small nucleolar RNA, C/D box 115-14
100033453	SNORD115-15	small nucleolar RNA, C/D box 115-15
100033454	SNORD115-16	small nucleolar RNA, C/D box 115-16
100033455	SNORD115-17	small nucleolar RNA, C/D box 115-17
100033456	SNORD115-18	small nucleolar RNA, C/D box 115-18
100033458	SNORD115-19	small nucleolar RNA, C/D box 115-19
100033460	SNORD115-20	small nucleolar RNA, C/D box 115-20
100033603	SNORD115-21	small nucleolar RNA, C/D box 115-21
100033799	SNORD115-22	small nucleolar RNA, C/D box 115-22
100033800	SNORD115-23	small nucleolar RNA, C/D box 115-23
100033801	SNORD115-25	small nucleolar RNA, C/D box 115-25
100033802	SNORD115-26	small nucleolar RNA, C/D box 115-26
100033803	SNORD115-29	small nucleolar RNA, C/D box 115-29
100033804	SNORD115-30	small nucleolar RNA, C/D box 115-30
100033805	SNORD115-31	small nucleolar RNA, C/D box 115-31
100033806	SNORD115-32	small nucleolar RNA, C/D box 115-32
100033807	SNORD115-33	small nucleolar RNA, C/D box 115-33
100033808	SNORD115-34	small nucleolar RNA, C/D box 115-34
100033809	SNORD115-35	small nucleolar RNA, C/D box 115-35
100033810	SNORD115-36	small nucleolar RNA, C/D box 115-36
100033811	SNORD115-37	small nucleolar RNA, C/D box 115-37
100033812	SNORD115-38	small nucleolar RNA, C/D box 115-38
100033813	SNORD115-39	small nucleolar RNA, C/D box 115-39
100033814	SNORD115-40	small nucleolar RNA, C/D box 115-40
100033815	SNORD115-41	small nucleolar RNA, C/D box 115-41
100033816	SNORD115-42	small nucleolar RNA, C/D box 115-42
100033817	SNORD115-43	small nucleolar RNA, C/D box 115-43
100033818	SNORD115-44	small nucleolar RNA, C/D box 115-44
100033819	MIR675	microRNA 675
100033820	SNORD116-28	small nucleolar RNA, C/D box 116-28
100033821	SNORD116-29	small nucleolar RNA, C/D box 116-29
100033822	SNORD115-48	small nucleolar RNA, C/D box 115-48
100034248	LOC100034248	uncharacterized LOC100034248
100034700	AA1	Alopecia areata 1
100034703	AA2	Alopecia areata 2
100034704	RHDNS1	Renal hypodysplasia, nonsyndromic, 1
100034705	MMVP3	Mitral valve prolapse, myxomatous 3
100034736	ANE1	acute necrotizing encephalopathy 1 (autosomal dominant)
100034743	PDZK1P2	PDZ domain containing 1 pseudogene 2
100036519	FOXD4L2	forkhead box D4-like 2
100036563	SNORD115-24	small nucleolar RNA, C/D box 115-24
100036564	SNORD115-27	small nucleolar RNA, C/D box 115-27
100036565	SNORD115-28	small nucleolar RNA, C/D box 115-28
100036566	SNORD115-45	small nucleolar RNA, C/D box 115-45
100036567	SNORD115-47	small nucleolar RNA, C/D box 115-47
100036574	HMGN1P3	high mobility group nucleosome binding domain 1 pseudogene 3
100036575	HMGN1P4	high mobility group nucleosome binding domain 1 pseudogene 4
100037264	STQTL6	stature quantitative trait locus 6
100037265	STQTL7	stature quantitative trait locus 7
100037266	STQTL8	stature quantitative trait locus 8
100037267	LOC100037267	developmental pluripotency associated 4 pseudogene
100037280	UBE2D3P1	ubiquitin-conjugating enzyme E2D 3 pseudogene 1
100037417	DDTL	D-dopachrome tautomerase-like
100038246	TLX1NB	TLX1 neighbor
100038247	PTLS	Potocki-Lupski syndrome
100038248	PSNP3	Supranuclear palsy, progressive, 3
100038747	SCA29	spinocerebellar ataxia 29
100048903	MCCD1P1	mitochondrial coiled-coil domain 1 pseudogene 1
100048904	DDX39BP1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B pseudogene 1
100048905	GBD2	gallbladder disease 2
100048906	GBD3	gallbladder disease 3
100048907	ZDHHC20P1	zinc finger, DHHC-type containing 20 pseudogene 1
100048908	ZDHHC20P2	zinc finger, DHHC-type containing 20 pseudogene 2
100048909	TMEM183AP1	transmembrane protein 183A pseudogene 1
100048912	CDKN2B-AS1	CDKN2B antisense RNA 1
100048922	RPL35AP4	ribosomal protein L35a pseudogene 4
100048923	DDX39BP2	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B pseudogene 2
100048924	MCCD1P2	mitochondrial coiled-coil domain 1 pseudogene 2
100049076	GUSBP9	glucuronidase, beta pseudogene 9
100049159	SPG37	spastic paraplegia 37 (autosomal dominant)
100049160	FEB7	febrile convulsions 7
100049541	STUT1	Stuttering, familial persistent 1
100049542	SHFM3	Split-hand/foot malformation 3
100049543	STUT2	Stuttering, familial persistent 2
100049544	APMR2	Alopecia with mental retardation syndrome 2
100049579	OCTN3	organic cation transporter 3
100049587	SIGLEC14	sialic acid binding Ig-like lectin 14
100049613	TRNAK3	transfer RNA lysine 3 (anticodon UUU)
100049614	TRNAV6	transfer RNA valine 6 (anticodon CAC)
100049615	SKCG-1	sporadic kidney cancer gene 1
100049707	SPG38	spastic paraplegia 38 (autosomal dominant, Silver syndrome)
100049716	LOC100049716	uncharacterized LOC100049716
100049717	LOC100049717	JNK1/MAPK8-associated membrane protein pseudogene
100073347	MIMT1	MER1 repeat containing imprinted transcript 1 (non-protein coding)
100073349	DFNB74	deafness, autosomal recessive 74
100093624	CDH12P3	cadherin 12 (N-cadherin 2) pseudogene 3
100093625	CDH12P1	cadherin 12 (N-cadherin 2) pseudogene 1
100093626	CDH12P4	cadherin 12 (N-cadherin 2) pseudogene 4
100093630	SNHG8	small nucleolar RNA host gene 8 (non-protein coding)
100093631	LOC100093631	general transcription factor II, i, pseudogene
100093632	DFNA57	deafness, autosomal dominant 57
100093698	LOC100093698	unknown transcript
100093716	DFNB75	deafness, autosomal recessive 75
100101111	GXYLT1P1	glucoside xylosyltransferase 1 pseudogene 1
100101112	CDC14BL	CDC14 cell division cycle 14 C-like
100101115	TTTY21B	testis-specific transcript, Y-linked 21B (non-protein coding)
100101116	TTTY1B	testis-specific transcript, Y-linked 1B (non-protein coding)
100101117	TTTY2B	testis-specific transcript, Y-linked 2B (non-protein coding)
100101118	TTTY8B	testis-specific transcript, Y-linked 8B (non-protein coding)
100101119	LOC100101119	S-phase kinase-associated protein 1 pseudogene
100101120	TTTY7B	testis-specific transcript, Y-linked 7B (non-protein coding)
100101121	TTTY23B	testis-specific transcript, Y-linked 23B (non-protein coding)
100101126	LOC100101126	thioredoxin-related transmembrane protein 1 pseudogene
100101127	LOC100101127	thioredoxin-related transmembrane protein 1 pseudogene
100101148	LOC100101148	FK506 binding protein 6, 36kDa pseudogene
100101246	LOC100101246	interferon induced transmembrane protein 3 pseudogene
100101247	LOC100101247	interferon induced transmembrane protein pseudogene
100101266	HAVCR1P1	hepatitis A virus cellular receptor 1 pseudogene 1
100101267	POM121C	POM121 transmembrane nucleoporin C
100101268	LOC100101268	speedy/RINGO cell cycle regulator family member E1 pseudogene
100101405	TMA16P1	translation machinery associated 16 homolog pseudogene 1
100101407	TMA16P2	translation machinery associated 16 homolog pseudogene 2
100101420	MRT12	mental retardation, non-syndromic, autosomal recessive, 12
100101423	MRT8	mental retardation, non-syndromic, autosomal recessive, 8
100101424	MRT9	mental retardation, non-syndromic, autosomal recessive, 9
100101425	MRT10	mental retardation, non-syndromic, autosomal recessive, 10
100101426	MRT11	mental retardation, non-syndromic, autosomal recessive, 11
100101440	PMS2LP2	postmeiotic segregation increased 2-like pseudogene 2
100101467	ZSCAN30	zinc finger and SCAN domain containing 30
100101478	LOC100101478	H2B histone family, member W, testis-specific pseudogene
100101483	LOC100101483	glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae) pseudogene
100101490	PSIMCT-1	malignant T cell amplified sequence 1 pseudogene
100101554	BRI3P3	brain protein I3 pseudogene 3
100101629	GAGE8	G antigen 8
100101917	ELF2P1	E74-like factor 2 pseudogene 1
100101932	GNG5P3	guanine nucleotide binding protein (G protein), gamma 5 pseudogene 3
100101933	GNG5P4	guanine nucleotide binding protein (G protein), gamma 5 pseudogene 4
100101935	GNG5P5	guanine nucleotide binding protein (G protein), gamma 5 pseudogene 5
100101938	ANKRD26P3	ankyrin repeat domain 26 pseudogene 3
100113373	HMGN2P17	high mobility group nucleosomal binding domain 2 pseudogene 17
100113374	LOC100113374	tRNA nucleotidyl transferase, CCA-adding, 1 pseudogene
100113375	LOC100113375	tRNA nucleotidyl transferase, CCA-adding, 1 pseudogene
100113378	SNORD119	small nucleolar RNA, C/D box 119
100113379	SNORD121A	small nucleolar RNA, C/D box 121A
100113380	SNORD125	small nucleolar RNA, C/D box 125
100113381	SNORD19B	small nucleolar RNA, C/D box 19B
100113382	SNORD105B	small nucleolar RNA, C/D box 105B
100113383	PCBP3-OT1	PCBP3 overlapping transcript (non-protein coding)
100113384	SNORD123	small nucleolar RNA, C/D box 123
100113386	UCKL1-AS1	UCKL1 antisense RNA 1
100113389	SNORD127	small nucleolar RNA, C/D box 127
100113391	SNORD126	small nucleolar RNA, C/D box 126
100113392	SNORD11B	small nucleolar RNA, C/D box 11B
100113393	SNORD12B	small nucleolar RNA, C/D box 12B
100113397	LOC100113397	vezatin, adherens junctions transmembrane protein pseudogene
100113402	SNORD111B	small nucleolar RNA, C/D box 111B
100113403	LINC00577	long intergenic non-protein coding RNA 577
100113404	LINC00583	long intergenic non-protein coding RNA 583
100113407	TMEM170B	transmembrane protein 170B
100113421	LOC100113421	fibroblast growth factor 7 pseudogene
100114903	NRBF2P2	nuclear receptor binding factor 2 pseudogene 2
100118954	NRBF2P5	nuclear receptor binding factor 2 pseudogene 5
100124332	LOC100124332	Y box binding protein 2 pseudogene
100124334	LOC100124334	Y box binding protein 2 pseudogene
100124373	LOC100124373	ankyrin repeat domain 39 pseudogene
100124394	KLF3P2	Kruppel-like factor 3 (basic) pseudogene 2
100124401	LOC100124401	cytokine receptor-like factor 3 pseudogene
100124402	LOC100124402	ubiquitin-fold modifier conjugating enzyme 1 pseudogene
100124412	FAM138E	family with sequence similarity 138, member E
100124414	GINGF4	gingival fibromatosis, hereditary, 4
100124415	EKD2	Episodic kinesigenic dyskinesia 2
100124516	SNORD58C	small nucleolar RNA, C/D box 58C
100124533	SCARNA27	small Cajal body-specific RNA 27
100124534	SNORA84	small nucleolar RNA, H/ACA box 84
100124535	SNORA36C	small nucleolar RNA, H/ACA box 36C
100124536	SNORA38B	small nucleolar RNA, H/ACA box 38B
100124537	SNORA70B	small nucleolar RNA, H/ACA box 70B
100124538	SNORA70C	small nucleolar RNA, H/ACA box 70C
100124539	SNORA11B	small nucleolar RNA, H/ACA box 11B
100124540	SNORA11C	small nucleolar RNA, H/ACA box 11C
100124541	SNORA11D	small nucleolar RNA, H/ACA box 11D
100124692	LOC100124692	maltase-glucoamylase (alpha-glucosidase) pseudogene
100124696	TEC	transient erythroblastopenia of childhood
100124700	HOTAIR	HOX transcript antisense RNA
100125288	ZGLP1	zinc finger, GATA-like protein 1
100125387	HNRNPRP1	heterogeneous nuclear ribonucleoprotein R pseudogene 1
100125392	LOC100125392	TIMELESS interacting protein pseudogene
100125393	LOC100125393	TIMELESS interacting protein pseudogene
100125409	LOC100125409	chromosome 4 open reading frame 27 pseudogene
100125556	FAM86JP	family with sequence similarity 86, member A pseudogene
100125918	LOC100125918	uncharacterized LOC100125918
100126007	L1TD1P1	LINE-1 type transposase domain containing 1 pseudogene 1
100126008	NUDT19P1	nudix (nucleoside diphosphate linked moiety X)-type motif 19 pseudogene 1
100126095	SAX2	spastic ataxia 2 (autosomal recessive)
100126270	FMR1-AS1	FMR1 antisense RNA 1
100126296	MIR298	microRNA 298
100126297	MIR300	microRNA 300
100126299	VTRNA2-1	vault RNA 2-1
100126301	MIR509-2	microRNA 509-2
100126302	MIR450B	microRNA 450b
100126303	MIR890	microRNA 890
100126304	MIR891B	microRNA 891b
100126306	MIR888	microRNA 888
100126307	MIR892B	microRNA 892b
